;Auctions;Order;obname;agent;Oid;type;dir;price;quty;validity
325;Auctions;##############################;;;;;;;;
326;Auctions;##############################;;;;;;;;
327;Auctions;##############################;;;;;;;;
328;Auctions;##############################;;;;;;;;
329;Auctions;##############################;;;;;;;;
330;Auctions;Order;lvmh;mm;205.0;L;B;5.1;277.0;-1.0
331;Auctions;Order;lvmh;moha2;17.0;L;B;5.06;97.0;2.0
332;Auctions;Order;lvmh;saad;16.0;L;B;5.05;1258.0;-1.0
333;Auctions;Order;lvmh;saad;13.0;L;B;5.03;1046.0;-1.0
334;Auctions;Order;lvmh;saad;12.0;L;B;4.99;2411.0;-1.0
335;Auctions;Order;lvmh;saad;6.0;L;B;4.91;813.0;-1.0
336;Auctions;##############################;;;;;;;;
337;Auctions;##############################;;;;;;;;
338;Auctions;##############################;;;;;;;;
339;Auctions;##############################;;;;;;;;
340;Auctions;Order;lvmh;mm;216.0;L;A;5.11;64.0;-1.0
341;Auctions;Order;lvmh;moha1;18.0;L;A;5.12;309.0;1.0
342;Auctions;Order;lvmh;moha;18.0;L;A;5.13;266.0;1.0
343;Auctions;Order;lvmh;bhd;17.0;L;A;5.14;136.0;-1.0
344;Auctions;Order;lvmh;bhd;15.0;L;A;5.16;2651.0;-1.0
345;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;5407.0;-1.0
346;Auctions;##############################;;;;;;;;
347;Auctions;##############################;;;;;;;;
348;Auctions;##############################;;;;;;;;
349;Auctions;##############################;;;;;;;;
350;Auctions;Order;lvmh;mm;217.0;L;B;5.1;312.0;-1.0
351;Auctions;Order;lvmh;moha2;18.0;L;B;5.09;64.0;2.0
352;Auctions;Order;lvmh;moha2;17.0;L;B;5.06;97.0;1.0
353;Auctions;Order;lvmh;saad;16.0;L;B;5.05;1258.0;-1.0
354;Auctions;Order;lvmh;saad;13.0;L;B;5.03;1046.0;-1.0
355;Auctions;Order;lvmh;saad;12.0;L;B;4.99;2411.0;-1.0
356;Auctions;Order;lvmh;saad;6.0;L;B;4.91;813.0;-1.0
357;Auctions;##############################;;;;;;;;
358;Auctions;##############################;;;;;;;;
359;Auctions;##############################;;;;;;;;
360;Auctions;Order;lvmh;mm;228.0;L;A;5.05;5139.0;-1.0
361;Auctions;Order;lvmh;moha;19.0;L;A;5.11;842.0;2.0
362;Auctions;Order;lvmh;moha2;19.0;L;A;5.11;23.0;2.0
363;Auctions;Order;lvmh;bhd;17.0;L;A;5.14;136.0;-1.0
364;Auctions;Order;lvmh;bhd;15.0;L;A;5.16;2651.0;-1.0
365;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;5407.0;-1.0
366;Auctions;##############################;;;;;;;;
367;Auctions;##############################;;;;;;;;
368;Auctions;##############################;;;;;;;;
369;Auctions;##############################;;;;;;;;
370;Auctions;Order;lvmh;mm;229.0;L;B;5.0;850.0;-1.0
371;Auctions;Order;lvmh;saad;18.0;L;B;4.98;5089.0;-1.0
372;Auctions;Order;lvmh;saad;6.0;L;B;4.91;813.0;-1.0
373;Auctions;##############################;;;;;;;;
374;Auctions;##############################;;;;;;;;
375;Auctions;##############################;;;;;;;;
376;Auctions;##############################;;;;;;;;
377;Auctions;##############################;;;;;;;;
378;Auctions;##############################;;;;;;;;
379;Auctions;##############################;;;;;;;;
380;Auctions;Order;lvmh;moha1;20.0;L;A;5.0;243.0;1.0
381;Auctions;Order;lvmh;mm;240.0;L;A;5.0;4375.0;-1.0
382;Auctions;Order;lvmh;moha3;20.0;L;A;5.01;64.0;1.0
383;Auctions;Order;lvmh;moha;20.0;L;A;5.03;139.0;2.0
384;Auctions;Order;lvmh;moha2;20.0;L;A;5.07;50.0;1.0
385;Auctions;Order;lvmh;moha;19.0;L;A;5.11;842.0;1.0
386;Auctions;Order;lvmh;moha2;19.0;L;A;5.11;23.0;1.0
387;Auctions;Order;lvmh;bhd;17.0;L;A;5.14;136.0;-1.0
388;Auctions;Order;lvmh;bhd;15.0;L;A;5.16;2651.0;-1.0
389;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;5407.0;-1.0
390;Auctions;Order;lvmh;mm;241.0;L;B;4.99;245.0;-1.0
391;Auctions;Order;lvmh;saad;19.0;L;B;4.98;4332.0;-1.0
392;Auctions;Order;lvmh;saad;6.0;L;B;4.91;813.0;-1.0
393;Auctions;##############################;;;;;;;;
394;Auctions;##############################;;;;;;;;
395;Auctions;##############################;;;;;;;;
396;Auctions;##############################;;;;;;;;
397;Auctions;##############################;;;;;;;;
398;Auctions;##############################;;;;;;;;
399;Auctions;##############################;;;;;;;;
400;Auctions;Order;lvmh;moha;21.0;L;A;5.0;541.0;1.0
401;Auctions;Order;lvmh;mm;252.0;L;A;5.0;4375.0;-1.0
402;Auctions;Order;lvmh;moha;20.0;L;A;5.03;139.0;1.0
403;Auctions;Order;lvmh;bhd;17.0;L;A;5.14;136.0;-1.0
404;Auctions;Order;lvmh;bhd;15.0;L;A;5.16;2651.0;-1.0
405;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;5407.0;-1.0
406;Auctions;##############################;;;;;;;;
407;Auctions;##############################;;;;;;;;
408;Auctions;##############################;;;;;;;;
409;Auctions;##############################;;;;;;;;
410;Auctions;Order;lvmh;mm;253.0;L;B;4.99;245.0;-1.0
411;Auctions;Order;lvmh;saad;19.0;L;B;4.98;4332.0;-1.0
412;Auctions;Order;lvmh;moha2;21.0;L;B;4.98;80.0;2.0
413;Auctions;Order;lvmh;moha3;21.0;L;B;4.98;42.0;2.0
414;Auctions;Order;lvmh;moha1;21.0;L;B;4.97;388.0;1.0
415;Auctions;Order;lvmh;saad;6.0;L;B;4.91;813.0;-1.0
416;Auctions;##############################;;;;;;;;
417;Auctions;##############################;;;;;;;;
418;Auctions;##############################;;;;;;;;
419;Auctions;##############################;;;;;;;;
420;Auctions;Order;lvmh;bhd;21.0;L;A;5.14;2480.0;-1.0
421;Auctions;Order;lvmh;moha;22.0;L;A;5.14;311.0;2.0
422;Auctions;Order;lvmh;mm;264.0;L;A;5.14;88.0;-1.0
423;Auctions;Order;lvmh;bhd;15.0;L;A;5.16;2651.0;-1.0
424;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;5407.0;-1.0
425;Auctions;##############################;;;;;;;;
426;Auctions;##############################;;;;;;;;
427;Auctions;##############################;;;;;;;;
428;Auctions;##############################;;;;;;;;
429;Auctions;##############################;;;;;;;;
430;Auctions;Order;lvmh;moha2;22.0;L;B;5.13;88.0;1.0
431;Auctions;Order;lvmh;mm;265.0;L;B;5.13;2504.0;-1.0
432;Auctions;Order;lvmh;saad;19.0;L;B;4.98;4332.0;-1.0
433;Auctions;Order;lvmh;moha2;21.0;L;B;4.98;80.0;1.0
434;Auctions;Order;lvmh;moha3;21.0;L;B;4.98;42.0;1.0
435;Auctions;Order;lvmh;moha1;22.0;L;B;4.97;880.0;1.0
436;Auctions;Order;lvmh;saad;6.0;L;B;4.91;813.0;-1.0
437;Auctions;##############################;;;;;;;;
438;Auctions;##############################;;;;;;;;
439;Auctions;##############################;;;;;;;;
440;Auctions;Order;lvmh;mm;276.0;L;A;5.12;2617.0;-1.0
441;Auctions;Order;lvmh;bhd;21.0;L;A;5.14;2480.0;-1.0
442;Auctions;Order;lvmh;moha;22.0;L;A;5.14;311.0;1.0
443;Auctions;Order;lvmh;moha2;23.0;L;A;5.15;52.0;1.0
444;Auctions;Order;lvmh;bhd;15.0;L;A;5.16;2651.0;-1.0
445;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;5407.0;-1.0
446;Auctions;##############################;;;;;;;;
447;Auctions;##############################;;;;;;;;
448;Auctions;##############################;;;;;;;;
449;Auctions;##############################;;;;;;;;
450;Auctions;Order;lvmh;mm;277.0;L;B;5.11;2504.0;-1.0
451;Auctions;Order;lvmh;saad;22.0;L;B;5.09;2592.0;-1.0
452;Auctions;Order;lvmh;moha3;23.0;L;B;5.09;22.0;1.0
453;Auctions;Order;lvmh;moha;23.0;L;B;5.09;580.0;1.0
454;Auctions;Order;lvmh;moha1;23.0;L;B;5.09;859.0;1.0
455;Auctions;Order;lvmh;saad;19.0;L;B;4.98;4332.0;-1.0
456;Auctions;Order;lvmh;saad;6.0;L;B;4.91;813.0;-1.0
457;Auctions;##############################;;;;;;;;
458;Auctions;##############################;;;;;;;;
459;Auctions;##############################;;;;;;;;
460;Auctions;Order;lvmh;mm;288.0;L;A;5.12;7272.0;-1.0
461;Auctions;Order;lvmh;bhd;21.0;L;A;5.14;2480.0;-1.0
462;Auctions;Order;lvmh;bhd;15.0;L;A;5.16;2651.0;-1.0
463;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;5407.0;-1.0
464;Auctions;##############################;;;;;;;;
465;Auctions;##############################;;;;;;;;
466;Auctions;##############################;;;;;;;;
467;Auctions;##############################;;;;;;;;
468;Auctions;##############################;;;;;;;;
469;Auctions;##############################;;;;;;;;
470;Auctions;Order;lvmh;mm;289.0;L;B;5.11;2504.0;-1.0
